,age,income,expenses,score,purchases,savings,loan_amount,tenure,debt_ratio,gender,plan,region,education,marital_status,employment,device,channel,subscription_type
422,37.1,97781.46,37865.51,593.0,14,15897.77,174057.57,14.5,0.45,M,basic,North,bachelor,single,employed,mobile,branch,trial
423,42.1,63631.9,47220.27,625.0,21,10786.03,146558.93,9.8,0.54,F,standard,South,master,married,employed,mobile,branch,free
424,32.6,73473.04,30622.95,440.0,14,10103.08,120712.53,20.2,0.11,F,basic,East,highschool,married,employed,desktop,online,paid
425,29.6,99970.57,43121.27,570.0,20,10828.84,133667.52,8.1,0.2,F,basic,East,bachelor,single,employed,mobile,online,paid
426,48.1,77956.1,47060.06,673.0,22,11204.96,142661.63,16.4,0.54,F,basic,South,highschool,married,student,tablet,online,free
427,34.6,84561.88,20301.6,629.0,27,15538.37,84423.39,4.1,0.27,F,basic,Central,bachelor,single,employed,mobile,online,free
428,25.6,40193.97,43160.43,604.0,15,16109.86,125026.95,26.9,0.29,F,premium,West,highschool,married,student,mobile,online,trial
429,20.5,44576.97,51808.94,512.0,16,16636.39,4626.56,26.1,0.1,F,premium,West,master,married,unemployed,mobile,branch,paid
430,49.8,92852.7,44313.61,499.0,22,3212.68,134996.32,2.8,0.32,M,basic,East,master,married,employed,desktop,online,paid
431,54.5,58241.34,41647.57,582.0,16,6753.53,89041.61,20.9,0.48,M,standard,East,bachelor,single,employed,tablet,online,paid
432,40.4,83345.66,38992.2,656.0,24,19636.97,141780.16,15.2,0.03,M,standard,East,bachelor,married,student,desktop,branch,paid
433,37.9,41742.75,25074.47,601.0,17,12887.46,142280.87,12.5,0.27,M,basic,East,bachelor,married,employed,mobile,branch,paid
434,21.5,55118.9,45432.27,476.0,27,20066.75,130275.45,10.7,0.18,F,standard,East,bachelor,married,student,desktop,online,free
435,42.9,56064.54,34238.31,623.0,20,13702.84,125712.42,3.2,0.05,M,premium,East,bachelor,married,unemployed,mobile,online,paid
436,44.8,81336.93,35932.92,581.0,21,13474.78,88740.17,28.5,0.18,F,standard,East,highschool,single,employed,mobile,branch,free
437,33.8,76955.33,42225.6,434.0,22,16284.24,139434.2,24.2,0.34,F,standard,East,bachelor,married,employed,desktop,callcenter,paid
438,54.9,88846.12,37026.32,654.0,20,17616.76,193810.94,4.9,0.14,M,premium,Central,bachelor,single,unemployed,mobile,callcenter,paid
439,38.0,60616.4,37747.57,644.0,19,16559.92,108478.15,6.2,0.06,M,standard,West,bachelor,single,student,tablet,online,free
440,31.5,64500.32,36080.34,598.0,18,12741.6,115986.26,24.3,0.14,M,standard,East,highschool,single,employed,mobile,online,free
441,43.3,55085.35,46451.08,583.0,23,14071.62,64106.87,8.5,0.1,M,basic,East,master,single,employed,desktop,online,paid
442,38.4,57262.11,36001.67,442.0,16,16988.88,139369.76,1.0,0.58,M,standard,East,master,single,unemployed,desktop,online,paid
443,50.3,67672.15,46729.38,680.0,17,11512.06,131554.13,12.1,0.37,F,standard,South,highschool,single,student,desktop,online,free
444,53.3,40429.36,62048.26,541.0,18,18943.28,135098.06,12.7,0.57,M,basic,East,master,single,retired,desktop,online,paid
445,39.2,71616.97,31639.6,509.0,10,17375.72,132919.53,1.3,0.18,F,standard,Central,master,divorced,student,desktop,callcenter,paid
446,40.8,86438.69,45555.97,503.0,18,22571.89,101359.39,10.3,0.18,M,premium,North,bachelor,single,unemployed,mobile,online,paid
447,32.5,70582.0,48555.24,687.0,25,18505.41,128814.91,14.3,0.27,F,basic,East,bachelor,single,employed,tablet,branch,paid
448,36.0,61510.82,46364.42,669.0,22,9675.28,113817.12,13.8,0.07,F,standard,North,master,single,retired,desktop,online,paid
449,40.7,83546.13,50706.17,696.0,17,21325.12,123819.48,11.4,0.49,F,standard,East,doctorate,single,employed,mobile,online,free
450,34.1,101581.44,34795.77,590.0,11,11500.55,109515.79,1.6,0.28,M,basic,West,bachelor,single,student,mobile,branch,trial
451,41.0,66023.18,28599.35,736.0,25,14734.07,146398.68,29.6,0.13,M,standard,East,master,single,student,mobile,callcenter,trial
452,20.4,86669.3,47190.73,586.0,14,15275.47,116961.21,3.5,0.32,M,standard,East,bachelor,single,unemployed,mobile,online,paid
453,26.7,73803.81,64120.78,549.0,20,14275.76,137402.61,9.8,0.39,M,standard,West,bachelor,divorced,student,desktop,online,trial
454,16.0,76069.22,25755.92,657.0,20,23068.21,180881.9,14.5,0.52,M,basic,East,master,single,unemployed,tablet,online,paid
455,36.2,81986.12,29882.63,656.0,17,4634.62,108435.64,15.9,0.38,M,basic,South,bachelor,single,unemployed,mobile,online,trial
456,30.9,68580.13,49242.16,668.0,26,16207.55,190296.61,14.9,0.21,M,basic,East,bachelor,married,employed,mobile,online,free
457,40.3,69870.98,48706.67,587.0,25,14950.55,95314.94,18.4,0.29,F,standard,West,bachelor,single,retired,mobile,online,free
458,22.1,70676.43,46964.01,584.0,16,14505.2,58681.28,10.1,0.22,M,standard,South,highschool,divorced,student,tablet,online,paid
459,35.8,55405.18,29528.25,745.0,22,15171.52,94569.01,13.7,0.08,M,premium,Central,bachelor,single,employed,desktop,branch,paid
460,34.3,60593.31,43228.72,578.0,24,14952.73,88867.59,5.9,0.17,M,premium,East,bachelor,married,student,mobile,branch,paid
461,26.9,63003.34,41179.81,511.0,20,15361.62,163806.44,9.6,0.4,M,basic,North,bachelor,single,student,desktop,branch,trial
462,28.2,54262.69,34885.76,503.0,20,7898.78,76093.93,12.1,0.19,M,basic,East,bachelor,single,retired,mobile,branch,paid
463,24.2,71661.81,39985.61,659.0,16,13288.57,117839.82,1.1,0.39,M,standard,East,highschool,married,retired,desktop,online,trial
464,30.0,70768.88,40793.9,617.0,19,15643.44,89046.4,15.1,0.42,M,basic,West,master,single,unemployed,mobile,callcenter,free
465,26.0,72956.32,40455.87,664.0,15,13060.27,145614.96,13.1,0.18,M,basic,Central,highschool,single,retired,desktop,online,free
466,54.4,77933.89,31761.38,609.0,9,10534.54,108950.07,11.5,0.07,M,standard,East,master,single,employed,mobile,online,paid
467,35.8,52316.0,40491.97,649.0,21,14754.3,102589.43,4.9,0.41,M,premium,East,bachelor,single,employed,mobile,online,paid
468,38.2,51973.12,34038.99,606.0,31,15138.01,116154.29,1.3,0.13,M,standard,East,master,married,employed,mobile,online,free
469,33.4,57004.56,43215.07,606.0,22,11732.72,141273.03,22.3,0.09,M,premium,North,master,married,unemployed,tablet,branch,free
470,17.1,61501.97,41939.92,531.0,21,23584.83,80025.37,29.8,0.05,F,standard,Central,bachelor,single,employed,mobile,online,paid
471,26.2,97919.15,45863.14,689.0,15,19139.98,52353.7,10.2,0.56,M,premium,East,bachelor,married,employed,mobile,online,paid
472,28.0,69223.19,41610.21,585.0,17,14570.34,112218.57,27.1,0.11,F,standard,West,master,married,employed,desktop,online,paid
473,39.5,84207.22,44742.63,652.0,16,14665.11,170791.75,5.4,0.26,M,basic,West,master,single,retired,mobile,online,paid
474,22.3,75561.89,46079.92,386.0,17,6766.57,107476.25,11.9,0.09,M,standard,East,bachelor,single,retired,mobile,online,paid
475,47.6,59598.91,38557.41,558.0,17,27849.06,97577.14,14.8,0.14,F,basic,South,master,married,student,mobile,online,paid
476,43.3,71735.63,37061.61,605.0,17,15453.63,21794.93,26.9,0.12,M,basic,South,highschool,single,employed,desktop,online,paid
477,50.6,69652.49,37962.9,631.0,13,26293.31,151865.14,2.0,0.18,F,standard,East,doctorate,married,student,desktop,online,paid
478,35.8,62863.83,39297.3,550.0,26,16602.71,99937.14,16.9,0.82,M,premium,West,bachelor,married,employed,mobile,online,free
479,24.5,60388.09,34527.18,490.0,19,15736.46,63674.7,2.5,0.14,M,basic,Central,bachelor,divorced,student,desktop,online,paid
480,46.2,90174.21,28550.6,612.0,21,9354.83,172081.33,17.6,0.07,F,basic,East,bachelor,married,employed,mobile,branch,paid
481,40.2,73518.9,39941.76,641.0,20,14149.07,192913.77,22.8,0.4,F,premium,West,doctorate,divorced,employed,mobile,online,free
482,30.2,64964.09,50842.32,651.0,18,13520.4,150822.38,18.3,0.43,M,standard,West,master,single,student,mobile,online,free
483,28.8,81853.08,20258.68,568.0,25,17904.93,126362.91,15.8,0.47,M,standard,East,highschool,divorced,employed,tablet,online,free
484,17.2,70413.68,47335.42,558.0,17,20851.22,121626.84,25.1,0.13,M,basic,East,bachelor,married,employed,mobile,online,paid
485,54.8,94575.56,32564.56,589.0,16,7603.75,87111.45,12.4,0.3,M,standard,West,highschool,single,retired,mobile,online,paid
486,37.4,48973.1,40460.26,669.0,18,10076.48,125698.59,20.9,0.13,M,standard,East,master,divorced,student,mobile,online,paid
487,36.3,71194.8,36742.77,587.0,14,17115.21,88001.76,11.7,0.36,F,basic,Central,master,divorced,student,mobile,online,paid
488,45.4,63016.73,34556.59,721.0,18,15320.57,124192.87,16.2,0.32,M,standard,Central,highschool,single,employed,tablet,branch,paid
489,47.6,64115.18,52197.74,762.0,25,15838.98,151301.59,3.6,0.38,M,standard,West,bachelor,single,employed,desktop,branch,free
490,26.5,91725.56,23297.4,604.0,17,22883.81,145368.06,22.9,0.37,M,premium,East,highschool,single,student,mobile,branch,trial
491,37.5,77130.05,40762.88,517.0,19,12870.0,49247.99,17.6,0.27,M,premium,South,highschool,single,retired,desktop,online,free
492,32.0,56558.2,37108.61,589.0,16,9247.53,157551.03,21.1,0.27,F,basic,South,bachelor,single,student,mobile,callcenter,paid
493,53.6,56681.98,44961.75,673.0,20,21652.68,118039.05,6.0,0.46,M,premium,East,highschool,married,employed,mobile,callcenter,free
494,21.3,81774.02,39413.45,634.0,26,12748.3,85234.64,28.0,0.45,F,basic,South,master,divorced,employed,mobile,online,paid
495,14.8,84841.89,42474.08,551.0,21,19483.32,84267.3,16.6,0.01,M,standard,East,bachelor,single,employed,mobile,branch,paid
496,43.4,51637.97,46903.86,615.0,27,19400.25,108910.69,16.3,0.05,M,premium,West,master,single,unemployed,mobile,online,free
497,36.1,69356.29,44122.16,560.0,22,2343.89,146546.02,0.6,0.1,M,premium,East,highschool,single,student,mobile,callcenter,paid
498,27.2,66352.39,12118.96,465.0,19,22300.98,131335.94,4.7,0.34,M,standard,North,bachelor,widowed,employed,mobile,online,paid
499,35.3,63309.72,39240.81,466.0,22,13248.18,142730.22,11.0,0.13,M,basic,East,bachelor,single,unemployed,desktop,online,free
500,49.0,66810.32,50675.31,515.0,17,27771.89,120375.25,22.8,0.24,M,basic,Central,master,married,student,mobile,online,paid
501,15.9,78964.78,26416.98,642.0,25,6280.06,126193.96,26.0,0.53,M,standard,South,bachelor,single,unemployed,mobile,online,paid
502,55.0,44265.37,27166.0,519.0,21,12589.94,100809.06,2.0,0.19,M,standard,East,master,single,employed,desktop,callcenter,paid
503,36.3,74826.98,48066.99,767.0,17,23654.38,111067.26,6.0,0.18,M,premium,East,doctorate,married,employed,mobile,online,paid
504,16.9,58787.59,41668.29,546.0,17,24085.01,122789.75,9.1,0.18,M,basic,South,bachelor,divorced,student,mobile,branch,paid
505,48.8,57447.63,41389.47,567.0,20,14951.94,83594.01,10.2,0.32,F,standard,East,doctorate,single,retired,desktop,online,paid
506,38.7,89361.22,38495.79,651.0,15,19006.57,74844.14,19.5,0.35,M,standard,South,highschool,single,employed,mobile,online,paid
507,33.0,84327.23,44624.27,597.0,26,13971.22,165101.51,16.6,0.26,M,premium,South,bachelor,divorced,employed,mobile,online,free
508,29.8,76629.17,37360.43,477.0,23,21550.66,107151.48,27.3,0.44,M,basic,West,bachelor,married,employed,mobile,branch,paid
509,41.2,78881.45,42236.16,604.0,17,13494.39,110796.9,25.3,0.53,M,standard,South,highschool,married,student,mobile,callcenter,paid
510,47.3,71852.35,34558.17,683.0,17,17489.87,97503.75,0.3,0.42,M,basic,East,master,married,student,desktop,branch,trial
511,25.2,69037.23,48280.72,653.0,24,8058.31,184622.53,6.7,0.29,M,standard,South,bachelor,married,student,mobile,online,paid
512,24.5,75138.19,53623.01,474.0,23,12365.98,121301.58,6.9,0.33,F,standard,West,bachelor,divorced,employed,mobile,branch,paid
513,34.6,67993.24,33048.86,546.0,20,18321.94,145021.28,0.3,0.2,F,basic,East,doctorate,single,employed,mobile,callcenter,trial
514,34.6,64585.0,52382.08,477.0,25,12904.48,105478.59,13.3,0.44,M,standard,East,bachelor,married,unemployed,mobile,branch,paid
515,17.1,58264.34,38076.56,633.0,27,16148.6,86938.78,18.3,0.43,M,basic,West,bachelor,single,employed,mobile,branch,free
516,19.9,59698.39,36451.41,591.0,19,20563.92,59918.61,13.7,0.4,F,standard,East,bachelor,divorced,student,mobile,online,paid
517,29.1,70446.83,41966.91,593.0,20,15515.44,95656.54,12.1,0.17,F,premium,Central,bachelor,married,student,mobile,online,free
518,34.9,80845.22,48318.83,682.0,24,14158.09,102325.31,4.6,0.27,M,premium,East,master,married,unemployed,desktop,online,free
519,30.2,62157.29,57824.31,622.0,18,13902.47,113180.58,17.9,0.48,M,basic,East,bachelor,single,student,mobile,branch,paid
520,51.7,64087.42,39672.74,567.0,23,10400.41,66188.14,23.3,0.33,F,premium,East,bachelor,single,employed,desktop,online,paid
521,43.3,75659.03,50737.49,617.0,18,23820.58,27382.04,15.6,0.47,O,standard,East,doctorate,single,unemployed,mobile,branch,paid
522,36.8,70952.33,50651.62,666.0,18,17550.1,105907.33,17.7,0.49,M,standard,West,bachelor,married,retired,desktop,online,free
523,43.1,62713.01,33700.39,573.0,19,18088.66,99722.45,23.3,0.71,M,standard,East,bachelor,married,employed,desktop,online,free
524,24.7,70644.45,33772.73,542.0,19,10256.86,116006.27,7.1,0.18,F,basic,East,bachelor,married,unemployed,desktop,branch,free
525,34.5,65922.46,35539.57,446.0,22,17144.2,110836.88,8.2,0.02,M,premium,East,bachelor,single,employed,mobile,branch,paid
526,41.0,99901.47,44845.96,736.0,18,16225.52,123205.43,14.4,0.37,F,standard,North,doctorate,divorced,unemployed,mobile,online,free
527,58.2,72889.73,36412.74,523.0,12,18080.23,193319.46,3.9,0.17,M,basic,East,master,married,employed,desktop,callcenter,trial
528,32.1,64885.56,39234.83,519.0,15,19225.21,84210.69,17.6,0.27,M,basic,East,master,divorced,employed,mobile,online,paid
529,23.2,77458.22,36643.21,743.0,18,20055.3,220171.61,22.9,0.01,F,premium,North,bachelor,married,student,mobile,online,free
530,47.7,46276.8,38142.91,578.0,14,15307.93,125249.37,18.2,0.16,F,standard,South,highschool,single,student,tablet,online,free
531,33.5,93365.96,60547.32,672.0,15,14392.68,61933.84,1.9,0.45,M,basic,East,highschool,married,employed,mobile,online,paid
532,28.9,89291.37,29723.31,678.0,22,8833.9,166706.45,21.1,0.2,F,basic,West,highschool,married,unemployed,tablet,branch,free
533,27.0,71183.39,42345.01,468.0,19,20811.92,140650.06,24.8,0.22,M,basic,East,bachelor,married,student,desktop,branch,free
534,33.6,100589.5,29608.79,532.0,23,9450.03,181193.49,10.9,0.13,M,basic,East,highschool,single,employed,mobile,online,paid
535,32.4,81022.93,38194.9,707.0,18,27438.19,167540.87,24.4,0.12,M,basic,South,bachelor,married,retired,mobile,online,paid
536,39.1,68893.76,40595.29,657.0,15,16421.5,119929.23,22.6,0.34,M,premium,North,bachelor,single,unemployed,tablet,online,paid
537,39.2,67016.89,49102.48,812.0,23,17140.5,178244.12,10.0,0.39,F,basic,South,highschool,married,employed,desktop,callcenter,paid
538,40.7,83014.12,34408.61,703.0,19,20800.72,116767.66,4.7,0.43,M,basic,West,highschool,single,employed,desktop,callcenter,paid
539,29.4,77663.23,45336.75,685.0,10,14776.36,137368.01,21.2,0.07,M,standard,East,doctorate,single,employed,tablet,branch,trial
540,18.7,78358.12,39415.71,767.0,22,11883.38,112047.48,1.1,0.37,F,standard,West,bachelor,single,unemployed,mobile,branch,free
541,37.0,42182.05,31907.64,447.0,19,15002.46,127884.24,3.3,0.65,M,standard,North,doctorate,married,unemployed,mobile,online,paid
542,34.2,89367.01,31678.7,624.0,19,23126.21,146240.78,13.9,0.15,M,premium,South,highschool,married,retired,desktop,online,paid
543,49.7,86340.47,38186.06,778.0,18,11684.32,115193.06,23.3,0.33,M,basic,East,bachelor,single,employed,mobile,online,paid
544,42.7,46289.69,41266.14,597.0,8,11218.69,93526.66,18.8,0.36,M,basic,East,bachelor,single,retired,mobile,online,free
545,28.6,66137.11,42151.83,608.0,23,14208.31,70755.44,12.8,0.38,M,basic,North,bachelor,married,student,mobile,online,paid
546,33.6,65567.14,46496.21,678.0,26,12888.39,72469.7,10.2,0.53,F,standard,South,bachelor,widowed,student,mobile,branch,paid
547,35.2,78477.28,39348.82,676.0,23,13478.01,151597.37,5.5,0.25,F,standard,East,highschool,single,employed,tablet,branch,free
548,30.6,51661.27,48836.66,685.0,24,12588.8,130530.2,16.7,0.41,M,premium,West,bachelor,single,employed,mobile,online,free
549,19.3,56121.91,45779.62,637.0,24,5904.64,167355.44,10.5,0.35,M,standard,North,bachelor,married,student,mobile,online,paid
550,39.1,76131.89,39666.22,583.0,20,21572.7,73862.34,29.5,0.39,M,premium,North,master,single,employed,mobile,online,paid
551,10.4,66090.12,46638.54,628.0,13,7302.61,119090.44,16.7,0.09,M,basic,North,doctorate,divorced,unemployed,mobile,branch,paid
552,28.9,71430.01,49148.72,593.0,22,15371.96,204910.75,17.7,0.14,M,basic,East,bachelor,single,retired,mobile,online,paid
553,23.8,98596.61,50640.04,590.0,16,14858.53,70940.31,6.9,0.38,M,premium,Central,bachelor,divorced,employed,desktop,callcenter,paid
554,31.3,84728.69,50802.33,701.0,22,13621.34,18267.15,13.8,0.09,M,standard,South,bachelor,divorced,employed,desktop,callcenter,paid
555,38.9,71086.45,41159.14,541.0,18,20023.22,125239.98,7.8,0.34,M,standard,East,highschool,married,student,mobile,branch,free
556,44.2,58579.89,38805.84,466.0,21,8958.8,130652.96,8.7,0.55,F,basic,Central,highschool,married,employed,mobile,online,paid
557,36.7,52061.55,40937.16,605.0,20,18266.9,69430.08,13.0,0.39,F,premium,North,bachelor,single,student,mobile,online,paid
558,29.5,75653.72,46242.83,658.0,15,10464.11,118399.34,29.6,0.59,F,standard,South,master,single,employed,mobile,online,paid
559,41.2,56419.41,38411.73,743.0,16,6981.07,188954.42,28.9,0.52,M,standard,West,bachelor,single,employed,tablet,branch,paid
560,36.9,93161.17,50050.82,728.0,22,11024.42,152599.11,25.4,0.3,M,standard,West,highschool,divorced,employed,mobile,online,trial
561,13.3,67206.09,28483.01,487.0,19,24038.58,111802.43,13.9,0.1,M,standard,West,master,married,employed,desktop,branch,paid
562,46.7,95005.49,34717.73,467.0,14,7286.25,95660.48,18.8,0.44,F,standard,East,bachelor,single,student,desktop,branch,free
563,35.3,77028.3,50735.83,625.0,22,20638.01,73905.91,24.0,0.23,M,premium,West,highschool,single,student,mobile,online,paid
564,31.3,49530.89,34057.56,738.0,22,18293.0,112899.43,27.7,0.16,F,basic,West,bachelor,married,employed,tablet,online,trial
565,21.3,70871.57,48793.16,589.0,23,8384.55,126894.29,4.1,0.4,M,basic,North,bachelor,married,retired,mobile,callcenter,paid
566,41.6,71673.79,41627.93,675.0,27,16037.64,121165.23,8.0,0.26,F,basic,East,highschool,divorced,employed,mobile,online,paid
567,41.5,102451.62,37397.06,645.0,18,7658.69,111804.54,21.7,0.17,M,basic,West,bachelor,married,retired,mobile,branch,paid
568,29.7,74236.93,45722.05,650.0,20,9384.62,61698.44,5.7,0.62,F,premium,West,highschool,single,employed,tablet,online,paid
569,38.6,69063.21,43940.89,495.0,12,16242.79,86405.07,21.9,0.09,M,basic,South,bachelor,single,employed,mobile,branch,paid
570,38.6,66758.5,37448.98,633.0,28,17377.49,70799.02,4.6,0.48,F,premium,Central,bachelor,married,retired,mobile,online,free
571,44.7,93238.43,41722.63,507.0,16,13327.9,140870.3,11.8,0.35,F,basic,East,bachelor,single,student,mobile,online,paid
572,47.8,99022.45,48853.5,802.0,15,23720.26,45591.26,27.2,0.61,M,basic,West,bachelor,single,retired,desktop,callcenter,paid
573,42.1,75373.84,38189.34,655.0,16,17213.58,58453.21,10.3,0.49,M,standard,South,bachelor,married,student,mobile,online,paid
574,33.5,67581.43,45221.06,584.0,10,7851.29,116689.48,21.2,0.27,M,basic,West,bachelor,single,student,desktop,callcenter,paid
575,34.1,68860.24,33495.1,645.0,18,11691.63,148532.9,19.8,0.16,M,standard,North,master,married,student,mobile,online,free
576,6.8,104407.55,41389.41,809.0,16,5038.6,138304.43,17.5,0.3,M,basic,East,master,divorced,employed,mobile,branch,paid
577,28.9,96580.18,27446.59,640.0,19,10041.13,108860.94,25.8,0.22,M,basic,Central,bachelor,married,employed,mobile,callcenter,paid
578,27.4,37882.24,31564.18,537.0,11,11279.8,76000.7,24.9,0.14,M,standard,East,master,married,employed,mobile,branch,free
579,44.3,64755.31,52236.64,560.0,19,16293.71,142258.82,14.6,0.39,M,basic,North,bachelor,divorced,retired,mobile,online,paid
580,37.4,70396.32,44370.17,578.0,16,23650.2,97512.9,4.4,0.26,F,premium,East,bachelor,divorced,employed,mobile,online,paid
581,36.9,50916.82,40077.66,479.0,23,18521.92,159916.24,27.1,0.34,F,premium,West,bachelor,single,employed,desktop,online,paid
582,33.5,65641.88,27536.37,576.0,19,12733.15,159377.6,13.0,0.29,M,basic,South,highschool,married,student,tablet,callcenter,paid
583,27.8,60300.37,50788.8,569.0,14,11742.37,66474.58,14.7,0.19,M,premium,West,bachelor,married,retired,desktop,online,trial
584,33.0,84067.06,42676.23,599.0,27,12155.44,94021.08,20.2,0.29,M,basic,East,bachelor,single,student,mobile,online,free
585,32.3,73323.99,37138.24,800.0,22,16943.88,109485.98,1.7,0.17,M,basic,West,bachelor,married,employed,mobile,online,free
586,23.0,95500.97,52872.29,641.0,18,17228.0,57757.5,4.7,0.2,F,premium,South,bachelor,single,student,tablet,callcenter,trial
587,43.0,67587.51,44632.14,688.0,20,12072.68,77200.56,18.3,0.11,M,basic,East,bachelor,married,employed,mobile,online,free
588,37.8,71674.3,53012.36,582.0,12,5127.36,184676.59,8.2,0.17,M,basic,East,bachelor,single,employed,mobile,online,paid
589,25.3,64522.54,27530.02,665.0,23,14246.85,102903.6,8.3,0.41,M,standard,West,bachelor,single,employed,desktop,online,paid
590,28.2,47071.92,53748.77,559.0,24,8043.18,146204.04,28.7,0.48,F,basic,East,highschool,widowed,employed,desktop,callcenter,paid
591,32.4,63616.84,49839.28,652.0,19,14399.2,118262.82,2.9,0.42,F,standard,East,bachelor,single,employed,mobile,online,free
592,34.8,70398.2,47667.9,637.0,20,12058.19,125070.28,9.1,0.44,M,basic,West,doctorate,single,employed,mobile,online,paid
593,42.1,78325.29,37200.05,664.0,20,17314.93,188088.21,15.8,0.38,F,standard,Central,master,divorced,student,desktop,online,paid
594,39.1,83722.91,45498.23,694.0,21,18129.59,117243.09,7.2,0.14,M,premium,North,master,married,unemployed,mobile,branch,paid
595,43.2,87715.81,40660.31,555.0,13,20060.61,73806.8,17.3,0.13,F,premium,East,bachelor,single,employed,tablet,online,paid
596,62.0,66495.28,47425.32,566.0,13,13825.05,122502.68,7.1,0.48,M,standard,West,master,married,student,desktop,callcenter,free
597,35.8,93966.09,35015.55,621.0,22,17172.51,101893.48,22.6,0.12,F,basic,South,bachelor,married,employed,mobile,online,paid
598,36.6,53911.07,34693.43,658.0,25,18300.54,110005.17,29.6,0.35,F,premium,Central,highschool,single,employed,mobile,branch,paid
599,34.7,62245.07,35998.96,623.0,23,15609.89,101638.04,28.6,0.17,F,standard,East,bachelor,divorced,retired,mobile,callcenter,free
600,36.6,59159.09,38784.11,584.0,12,22323.95,113816.97,5.4,0.22,M,standard,East,master,single,employed,desktop,callcenter,paid
601,36.3,69431.65,40152.78,585.0,16,4982.91,194826.73,24.5,0.09,F,standard,West,master,single,student,mobile,online,free
602,43.4,69615.73,55006.05,460.0,19,9561.51,124001.62,8.9,0.49,M,premium,East,bachelor,married,student,mobile,online,free
603,30.6,71845.64,22972.15,524.0,25,8687.13,117925.03,1.6,0.37,M,basic,Central,bachelor,single,employed,tablet,branch,free
604,35.6,60377.15,41390.73,701.0,16,16665.38,113350.91,23.8,0.48,M,basic,East,bachelor,married,unemployed,mobile,callcenter,free
605,38.9,77058.92,42795.95,615.0,19,17314.24,74815.59,22.3,0.25,M,basic,East,master,single,employed,mobile,online,paid
606,22.5,48820.12,36364.05,619.0,22,12569.56,132394.21,17.6,0.26,M,basic,East,bachelor,single,retired,mobile,online,paid
607,39.5,87069.46,48221.59,577.0,15,11588.09,155066.34,7.8,0.21,M,premium,North,master,single,employed,mobile,online,paid
608,35.6,39201.0,40107.09,476.0,23,14024.73,158288.88,1.5,0.24,M,basic,South,bachelor,married,retired,desktop,online,paid
609,36.9,86191.11,54675.74,600.0,11,7626.89,105707.25,28.7,0.48,F,standard,North,master,single,employed,mobile,online,paid
610,38.7,71157.1,39369.58,581.0,28,5903.46,167050.94,21.1,0.63,F,basic,East,bachelor,married,employed,mobile,online,paid
611,34.8,83082.36,37436.12,515.0,32,9757.99,147034.64,28.0,0.43,M,premium,North,bachelor,single,employed,mobile,branch,paid
612,40.3,75921.94,24673.56,590.0,20,3416.99,203375.07,23.0,0.07,F,basic,East,bachelor,single,unemployed,mobile,online,paid
613,25.8,102615.9,41911.48,516.0,22,19876.2,152087.41,28.8,0.19,F,standard,East,doctorate,married,employed,desktop,online,paid
614,34.2,64984.75,41831.08,659.0,18,18874.86,184037.53,11.0,0.28,M,basic,North,master,married,student,mobile,online,trial
615,28.0,73913.73,42220.67,576.0,28,18562.16,178145.21,24.0,0.13,M,standard,Central,bachelor,single,employed,desktop,branch,free
616,36.8,84002.83,53113.91,669.0,19,13460.13,72880.83,2.9,0.21,M,standard,North,master,single,unemployed,mobile,online,free
617,37.4,85428.96,34385.24,571.0,17,14517.05,95764.51,26.1,0.16,F,standard,East,highschool,divorced,employed,mobile,branch,paid
618,36.4,60198.69,43944.21,685.0,18,15377.22,59973.04,11.3,0.35,M,standard,East,highschool,single,student,desktop,branch,paid
619,35.4,108650.02,30233.36,601.0,29,12835.66,126262.49,14.1,0.33,M,premium,East,master,single,student,mobile,online,paid
620,34.9,56410.16,44914.78,550.0,14,18108.63,147162.36,19.4,0.11,F,basic,North,highschool,divorced,unemployed,mobile,online,paid
621,23.2,80567.76,43849.29,538.0,24,15758.62,121524.44,21.1,0.36,M,standard,East,master,single,student,tablet,online,free
622,44.7,70748.96,31151.01,618.0,22,9844.51,120699.01,8.4,0.21,M,standard,South,master,married,retired,mobile,online,trial
623,18.7,56447.88,39308.0,567.0,21,22961.49,98932.53,17.6,0.53,M,basic,East,highschool,married,employed,desktop,online,free
624,53.4,54421.28,40067.0,651.0,18,14526.41,146098.06,0.4,0.59,M,basic,West,highschool,divorced,student,mobile,online,free
625,46.4,85557.25,35386.45,776.0,13,11618.08,86158.83,23.8,0.27,F,standard,Central,highschool,married,employed,mobile,online,paid
626,43.5,74322.01,34617.55,652.0,22,18811.13,202171.55,20.3,0.14,O,standard,East,highschool,single,employed,mobile,callcenter,paid
627,41.3,65523.93,44975.38,485.0,20,6031.69,165370.48,2.2,0.66,M,basic,South,bachelor,married,unemployed,mobile,online,paid
628,35.3,53040.25,28019.4,574.0,10,16342.2,146806.59,6.2,0.08,M,basic,North,master,divorced,employed,desktop,online,free
629,40.3,74454.52,41080.02,501.0,16,14937.25,98794.81,16.6,0.1,M,premium,East,highschool,married,unemployed,mobile,online,paid
630,32.1,27023.05,35196.82,613.0,27,19020.92,134463.71,26.6,0.4,M,standard,East,highschool,single,employed,mobile,online,paid
631,37.2,46700.51,44559.41,675.0,23,14001.4,107574.78,11.4,0.24,F,standard,West,highschool,single,student,mobile,branch,paid
632,34.9,50883.95,44435.8,542.0,32,19232.61,98916.22,19.4,0.1,M,standard,West,highschool,single,student,desktop,callcenter,paid
