,age,income,expenses,score,purchases,savings,loan_amount,tenure,debt_ratio,gender,plan,region,education,marital_status,employment,device,channel,subscription_type
421,28.9,83943.8,41810.18,483.0,17,14445.49,122272.09,0.7,0.25,O,basic,South,bachelor,single,retired,desktop,callcenter,paid
422,32.9,84887.02,46889.93,644.0,19,13685.71,215684.19,26.1,0.16,M,premium,East,bachelor,single,employed,desktop,callcenter,free
423,31.5,66626.52,36799.07,596.0,20,14253.88,142280.39,9.6,0.19,F,premium,East,bachelor,married,employed,mobile,online,trial
424,13.7,55514.9,44009.12,611.0,23,11699.93,179242.91,1.0,0.39,M,basic,South,master,single,employed,desktop,online,free
425,34.4,74577.89,29986.05,512.0,14,9810.34,120770.67,11.3,0.17,M,basic,North,master,single,employed,mobile,online,free
426,38.5,49031.08,35181.18,609.0,15,26130.17,162979.28,19.1,0.25,M,basic,East,highschool,divorced,student,mobile,callcenter,trial
427,41.3,25456.0,42435.46,663.0,12,21523.93,112638.2,13.8,0.39,F,basic,East,bachelor,married,employed,mobile,online,paid
428,48.6,62096.41,47038.32,728.0,32,18358.63,121636.4,27.0,0.05,M,basic,South,highschool,single,unemployed,mobile,online,paid
429,53.2,95542.91,34813.25,714.0,13,15094.74,140824.42,27.2,0.5,F,standard,North,bachelor,single,employed,desktop,online,paid
430,54.6,61467.58,40792.5,720.0,22,20032.28,140923.33,6.7,0.33,M,premium,North,bachelor,married,student,mobile,branch,trial
431,39.8,58528.71,38566.84,719.0,21,12880.84,101122.22,23.4,0.14,F,basic,South,bachelor,married,employed,mobile,online,free
432,24.3,56843.09,45502.54,538.0,17,22528.79,138883.62,13.4,0.41,M,basic,North,doctorate,single,student,mobile,online,free
433,43.6,44884.77,38331.51,652.0,22,11580.87,127723.26,26.3,0.15,F,basic,East,bachelor,single,employed,desktop,online,free
434,38.8,66568.95,41980.25,593.0,23,27384.08,132924.32,8.1,0.29,F,basic,South,highschool,single,employed,desktop,branch,paid
435,38.5,85924.75,44161.59,684.0,13,7390.63,78515.8,19.4,0.11,F,premium,West,highschool,single,employed,desktop,online,free
436,25.4,54647.89,35016.58,530.0,19,4961.27,140968.61,24.7,0.27,F,standard,West,bachelor,divorced,employed,mobile,online,free
437,24.3,57795.7,49044.71,680.0,16,10257.59,107637.95,15.7,0.25,F,standard,West,bachelor,married,employed,desktop,callcenter,trial
438,35.7,51632.46,22232.46,563.0,26,16568.4,138375.88,5.2,0.42,M,basic,West,highschool,married,employed,mobile,online,paid
439,35.3,99970.84,50700.85,640.0,22,8547.46,166495.23,11.8,0.03,M,standard,North,highschool,married,retired,mobile,online,free
440,41.1,68668.75,46817.66,560.0,14,12683.65,104310.86,14.4,0.24,M,basic,South,master,married,retired,mobile,online,trial
441,30.3,60622.14,40564.96,679.0,18,14700.71,97778.16,11.9,0.33,M,basic,East,bachelor,married,employed,mobile,online,paid
442,45.2,65652.12,37369.13,657.0,18,14084.78,97130.14,25.3,0.23,M,premium,East,bachelor,single,unemployed,mobile,branch,paid
443,37.2,57034.61,31534.86,626.0,16,8371.17,45952.68,25.5,0.45,M,premium,West,bachelor,married,retired,mobile,branch,paid
444,33.9,61021.02,51091.41,606.0,14,11526.49,87121.65,1.6,0.28,M,premium,East,highschool,married,employed,desktop,online,paid
445,24.3,94713.55,42487.83,719.0,20,4110.72,121547.72,21.1,0.77,F,basic,South,bachelor,single,retired,mobile,online,trial
446,42.1,59819.11,28503.97,423.0,23,10051.24,129207.3,8.0,0.69,F,basic,West,highschool,married,employed,mobile,online,free
447,30.1,71956.82,46061.93,554.0,19,22406.99,143662.98,16.2,0.32,F,premium,South,bachelor,divorced,employed,mobile,online,trial
448,30.4,72025.29,37303.66,638.0,22,19537.67,98133.91,13.0,0.19,F,basic,East,highschool,single,student,mobile,branch,free
449,32.2,68981.26,34089.08,601.0,20,15390.66,172857.4,0.5,0.24,M,basic,South,bachelor,married,employed,mobile,online,paid
450,61.6,78497.15,44440.4,440.0,16,-2443.16,67249.24,13.4,0.48,F,standard,East,master,married,employed,desktop,online,free
451,39.3,59105.8,30770.77,490.0,20,19182.0,114781.07,7.4,0.36,F,standard,West,bachelor,single,employed,mobile,branch,paid
452,35.1,83109.76,34616.59,584.0,18,15625.95,156870.64,14.4,0.36,M,basic,West,master,married,employed,mobile,online,free
453,46.3,73920.74,38268.58,651.0,23,8251.17,154031.23,15.6,0.19,F,standard,West,bachelor,married,employed,desktop,online,paid
454,58.0,82599.88,36381.89,564.0,20,18010.29,132203.82,28.1,0.05,M,premium,East,master,single,employed,mobile,callcenter,paid
455,43.6,98188.21,45311.42,538.0,24,23002.56,121468.9,13.1,0.11,F,standard,East,master,married,employed,mobile,branch,free
456,46.1,79168.13,28457.44,687.0,16,15738.92,101961.4,0.6,0.39,M,basic,East,highschool,married,employed,mobile,branch,free
457,28.5,45782.54,40233.44,732.0,20,6644.3,129486.27,26.3,0.21,M,basic,North,highschool,married,employed,desktop,callcenter,trial
458,42.7,60372.45,25144.24,666.0,24,21118.71,133405.92,4.4,0.56,M,premium,West,bachelor,married,employed,mobile,branch,paid
459,34.2,61328.36,34118.08,412.0,17,7508.34,68856.09,2.2,0.21,F,standard,North,bachelor,married,retired,mobile,online,free
460,43.8,56122.02,40976.12,747.0,23,15494.45,108943.57,25.3,0.22,M,basic,South,master,single,employed,mobile,branch,free
461,22.0,52879.06,34219.04,522.0,17,13200.5,131432.81,0.3,0.29,F,basic,East,master,married,employed,mobile,callcenter,free
462,49.1,71168.69,21174.37,584.0,18,16159.03,100332.1,26.5,0.21,M,basic,South,master,married,employed,mobile,online,paid
463,20.3,58113.86,45442.08,553.0,18,8086.45,148210.57,15.5,0.66,M,basic,West,bachelor,married,student,mobile,online,paid
464,35.0,61161.83,41271.15,629.0,17,19509.5,121900.9,15.6,0.39,F,basic,East,bachelor,married,student,desktop,online,paid
465,37.8,101531.13,45185.05,634.0,26,6276.24,153283.05,14.3,0.26,F,basic,North,master,single,unemployed,desktop,online,free
466,33.1,82555.0,46655.29,466.0,19,15187.0,118956.94,28.4,0.38,M,standard,North,highschool,single,retired,mobile,branch,paid
467,39.9,85628.65,13922.2,691.0,19,18201.17,92587.58,2.1,0.16,M,basic,East,bachelor,divorced,employed,desktop,online,free
468,36.3,69331.46,45446.64,596.0,15,13549.51,91174.04,15.7,0.61,F,basic,North,bachelor,single,employed,mobile,online,paid
469,37.1,77963.6,32531.69,562.0,25,20663.3,80163.2,23.6,0.3,F,basic,West,highschool,married,employed,mobile,online,paid
470,28.1,46436.39,39583.52,554.0,20,20509.63,150568.97,3.7,0.04,O,basic,North,bachelor,married,employed,desktop,online,paid
471,30.4,66929.42,36868.3,578.0,13,26635.3,182281.99,9.7,0.47,F,premium,West,highschool,married,employed,mobile,online,paid
472,24.9,61424.52,37621.39,534.0,20,12069.72,132973.64,10.1,0.72,F,basic,West,bachelor,married,employed,desktop,branch,paid
473,26.5,60489.11,47224.39,528.0,23,10707.09,106923.44,17.3,0.48,F,basic,East,bachelor,married,student,tablet,branch,paid
474,63.7,77535.45,41153.92,559.0,21,16033.98,160449.39,24.7,0.39,F,standard,South,bachelor,married,employed,mobile,online,paid
475,35.3,74693.69,43716.75,463.0,17,8860.21,98780.46,4.9,0.46,M,basic,North,bachelor,single,student,mobile,online,paid
476,32.1,69211.83,54363.91,769.0,15,19807.81,157010.88,2.7,0.11,F,basic,South,highschool,married,employed,desktop,online,trial
477,17.9,72511.15,39433.92,647.0,28,16697.74,115394.35,5.8,0.47,M,basic,East,master,single,employed,mobile,online,paid
478,31.0,80737.72,38887.31,595.0,21,12993.23,105153.17,27.2,0.17,F,basic,East,bachelor,married,student,mobile,branch,paid
479,29.4,68592.14,46154.9,598.0,28,18946.45,72701.09,19.5,0.52,M,standard,South,master,married,retired,mobile,online,free
480,37.6,63615.35,39614.18,697.0,22,23777.34,82506.04,10.8,0.25,M,premium,North,master,married,employed,desktop,callcenter,paid
481,40.9,95784.45,48288.06,483.0,14,7720.49,125404.58,28.8,0.48,F,basic,West,bachelor,single,employed,mobile,callcenter,free
482,38.5,89972.2,60209.64,615.0,29,18802.33,176639.0,29.5,0.49,M,standard,East,highschool,single,employed,mobile,branch,free
483,19.5,80827.26,22335.12,610.0,21,16285.86,87297.04,14.2,0.1,F,basic,North,master,married,student,mobile,online,paid
484,50.1,51410.62,29794.34,569.0,19,10537.33,90303.16,17.7,0.14,F,standard,South,highschool,married,employed,mobile,branch,free
485,51.2,69243.85,49205.34,549.0,21,7750.69,58424.16,28.6,0.02,F,standard,South,bachelor,married,retired,mobile,branch,free
486,27.8,79460.95,52052.34,648.0,19,11294.55,46893.29,9.9,0.43,F,basic,East,highschool,married,employed,mobile,branch,paid
487,35.6,73306.48,42612.56,635.0,16,13830.83,85353.0,3.7,0.41,M,standard,North,highschool,married,retired,desktop,branch,paid
488,48.1,70883.09,42916.06,567.0,17,14144.8,102506.05,15.2,0.15,F,premium,North,bachelor,single,employed,mobile,online,paid
489,22.8,63667.38,37503.1,615.0,16,19503.95,193478.33,9.7,0.05,F,premium,East,bachelor,single,employed,mobile,branch,free
490,16.6,52345.23,17997.31,550.0,19,16277.18,118716.23,26.2,0.38,F,basic,West,bachelor,single,employed,mobile,branch,paid
491,21.3,84634.22,22572.23,619.0,18,16380.32,86812.93,0.7,0.68,M,basic,South,bachelor,widowed,retired,mobile,online,free
492,46.0,97651.2,43747.65,589.0,27,19152.39,109025.62,1.5,0.11,M,basic,South,master,single,employed,mobile,branch,free
493,45.0,69403.51,59113.2,744.0,15,15946.39,113513.61,15.4,0.15,M,basic,West,bachelor,married,employed,mobile,online,trial
494,28.3,57518.71,39089.05,560.0,13,7573.69,80342.52,27.2,0.13,F,standard,East,master,married,employed,mobile,online,free
495,34.1,71558.26,32063.83,671.0,20,19541.43,36360.78,25.6,0.12,F,basic,South,bachelor,married,unemployed,tablet,online,paid
496,32.6,71933.47,45269.41,622.0,19,17829.17,104517.33,6.9,0.5,M,standard,North,master,married,employed,mobile,online,free
497,28.5,86711.26,40072.49,641.0,21,17328.94,158502.01,28.6,0.3,F,basic,South,bachelor,married,retired,mobile,branch,paid
498,38.5,83052.32,30672.52,574.0,22,13767.66,107260.83,27.7,0.05,M,basic,North,master,divorced,retired,desktop,branch,paid
499,53.2,57336.98,40668.62,624.0,20,2245.43,85556.26,16.7,0.09,M,standard,North,master,married,employed,mobile,callcenter,paid
500,27.5,90618.79,44498.74,471.0,13,11109.25,145171.27,16.5,0.28,M,basic,East,bachelor,single,retired,mobile,online,free
501,37.3,93706.78,30131.28,559.0,23,9556.38,144487.85,28.6,0.13,F,basic,South,bachelor,married,employed,mobile,online,trial
502,46.5,71162.73,48969.29,504.0,18,14421.27,129794.08,3.2,0.22,F,basic,West,bachelor,married,employed,desktop,online,free
503,25.3,54396.07,44113.91,692.0,22,19696.86,120891.85,28.9,0.46,M,basic,East,bachelor,single,employed,mobile,online,free
504,40.7,92877.08,42705.83,682.0,21,11071.39,114419.68,19.8,0.2,M,basic,South,bachelor,single,employed,mobile,online,paid
505,46.3,69372.5,35204.77,608.0,18,16449.49,164566.3,5.6,0.23,F,basic,South,bachelor,single,student,tablet,branch,free
506,24.9,51826.38,28622.74,503.0,19,4026.81,84917.3,6.4,0.54,M,premium,East,master,single,student,mobile,online,free
507,49.1,57437.61,45286.41,664.0,19,13804.19,60205.68,21.1,0.13,M,basic,East,master,married,employed,mobile,branch,free
508,50.2,41827.98,35187.07,741.0,23,12629.7,66695.05,16.9,0.29,M,basic,South,bachelor,divorced,unemployed,mobile,callcenter,free
509,54.1,69019.2,36142.04,629.0,21,17898.1,155347.9,27.8,0.43,F,basic,West,master,single,unemployed,tablet,online,paid
510,41.9,53458.79,52066.16,602.0,16,15538.02,78139.09,10.2,0.18,F,basic,North,master,single,employed,mobile,online,trial
511,31.4,96083.94,34050.0,505.0,17,7254.76,106434.11,26.2,0.21,F,standard,West,bachelor,married,employed,mobile,online,free
512,39.0,107698.39,50583.7,645.0,19,13831.77,128014.37,24.0,0.23,M,basic,North,bachelor,single,employed,desktop,branch,free
513,33.7,66999.73,27102.88,570.0,16,20314.25,139465.0,26.3,0.29,F,basic,East,highschool,single,employed,desktop,online,trial
514,40.2,75662.57,31837.84,432.0,18,10543.92,157826.67,12.0,0.15,M,basic,West,bachelor,single,employed,mobile,online,trial
515,39.4,78431.59,42050.17,465.0,26,-1404.73,79156.67,19.6,0.35,M,basic,East,bachelor,married,employed,mobile,online,free
516,18.9,62140.38,27244.41,454.0,23,14243.99,158244.01,10.9,0.45,F,standard,West,master,married,employed,desktop,online,paid
517,37.8,49116.08,53372.26,691.0,18,6241.46,190675.71,15.1,0.47,F,standard,North,bachelor,divorced,employed,desktop,online,trial
518,34.6,82148.58,43662.91,574.0,17,11025.88,82641.33,21.4,0.23,F,basic,West,highschool,single,employed,mobile,online,free
519,35.7,73306.9,27241.87,566.0,22,15371.67,95165.73,29.2,0.65,F,standard,West,bachelor,single,employed,mobile,online,free
520,24.2,84704.99,43814.57,526.0,16,15719.21,137641.14,25.5,0.55,F,basic,South,master,divorced,employed,mobile,branch,trial
521,24.9,66990.19,26199.53,667.0,24,8725.62,96566.72,11.0,0.02,M,basic,East,highschool,married,employed,mobile,online,free
522,35.6,66934.29,47422.22,617.0,22,14396.66,112120.42,30.0,0.17,F,basic,West,bachelor,single,employed,mobile,online,paid
523,48.8,59377.41,53098.6,568.0,19,24419.6,66847.52,12.0,0.17,F,basic,North,master,married,employed,mobile,online,paid
524,24.8,50214.91,29915.55,556.0,17,6543.45,116090.5,12.4,0.34,F,premium,East,highschool,single,employed,mobile,online,trial
525,21.7,66289.76,31719.97,808.0,22,19492.88,139050.57,15.0,0.06,F,basic,North,master,married,student,mobile,online,paid
526,47.3,68383.3,38290.16,509.0,22,20477.05,219917.42,27.6,0.33,M,basic,South,bachelor,married,student,desktop,online,paid
527,36.6,81917.64,41261.72,456.0,25,18182.15,108948.69,18.9,0.57,M,premium,West,bachelor,married,student,mobile,branch,paid
528,49.6,60589.96,31689.13,735.0,19,15500.96,129794.29,27.9,0.18,F,basic,South,highschool,single,employed,mobile,online,paid
529,26.7,97170.11,45209.58,711.0,20,16316.22,134816.44,22.4,0.36,M,basic,West,doctorate,single,employed,mobile,online,free
530,42.2,72894.38,49793.47,569.0,13,17449.93,157270.51,15.6,0.18,M,premium,East,bachelor,single,employed,mobile,online,free
531,46.2,81732.47,44352.43,737.0,27,18138.53,20521.44,23.5,0.18,M,basic,East,bachelor,divorced,employed,mobile,online,trial
532,28.2,88815.91,42841.96,683.0,20,17805.1,87841.87,19.4,0.26,M,basic,North,master,divorced,employed,mobile,branch,paid
533,37.5,85189.26,40391.47,678.0,23,12110.92,78359.75,10.1,0.26,F,premium,South,highschool,single,employed,mobile,branch,paid
534,34.5,56037.82,35386.32,513.0,18,15352.34,124130.62,19.5,0.32,F,basic,North,master,single,employed,mobile,online,free
535,19.5,53784.15,41037.71,604.0,18,17190.92,53085.45,0.6,0.2,M,basic,South,master,single,employed,mobile,online,free
536,23.5,103870.12,37599.65,486.0,27,9026.69,86003.94,8.5,0.32,M,premium,West,highschool,married,employed,mobile,online,free
537,20.3,53353.39,46484.91,783.0,19,17505.54,102200.96,17.8,0.6,M,premium,West,bachelor,married,employed,mobile,branch,paid
538,41.4,52840.47,45088.68,586.0,23,13362.69,138213.59,7.4,0.06,M,basic,West,bachelor,married,employed,desktop,online,free
539,31.8,76375.34,50374.73,614.0,22,24428.98,150752.56,16.0,0.3,M,standard,North,bachelor,single,retired,mobile,online,free
540,30.9,47311.15,40126.24,588.0,16,5534.21,176234.5,15.6,0.28,F,premium,East,bachelor,married,student,mobile,branch,free
541,28.9,70962.33,47197.16,585.0,22,28502.08,179225.91,22.6,0.13,M,basic,North,bachelor,married,employed,desktop,callcenter,free
542,43.1,70801.49,33256.54,786.0,18,5189.76,67906.69,25.0,0.09,F,standard,West,bachelor,married,employed,mobile,online,paid
543,27.0,83960.38,45031.75,718.0,22,3120.23,79127.62,10.5,0.83,M,premium,East,highschool,married,student,tablet,online,free
544,47.9,71641.76,31180.63,581.0,18,13618.72,94654.23,23.5,0.47,M,basic,East,bachelor,married,employed,mobile,branch,paid
545,43.2,68430.6,36329.12,596.0,14,6868.77,64093.07,29.4,0.3,M,basic,West,master,married,retired,mobile,online,paid
546,29.9,64230.73,29184.67,622.0,22,18566.63,182917.75,21.4,0.07,F,standard,North,bachelor,divorced,employed,desktop,online,paid
547,21.3,56658.28,38887.02,590.0,17,17105.16,64914.94,24.3,0.63,F,basic,North,master,single,employed,mobile,online,paid
548,37.7,43668.23,30464.16,708.0,19,11690.73,92263.81,28.9,0.14,M,basic,East,highschool,widowed,student,mobile,branch,free
549,48.7,75550.18,39178.77,658.0,11,16506.73,96931.04,23.9,0.33,M,basic,North,highschool,single,employed,mobile,online,paid
550,19.0,67281.48,54148.07,699.0,22,12786.49,229742.23,29.4,0.46,F,basic,West,bachelor,married,retired,mobile,online,paid
551,31.5,60608.91,47827.85,516.0,19,10062.1,127569.84,0.9,0.09,F,basic,North,highschool,single,employed,mobile,online,free
552,15.8,97660.75,42788.71,587.0,14,15190.62,134899.92,14.9,0.15,M,basic,South,bachelor,single,student,desktop,online,free
553,21.0,82721.81,32010.83,689.0,22,14508.18,101661.86,26.4,0.24,M,basic,North,master,married,employed,desktop,online,free
554,61.7,44159.73,50868.66,515.0,27,16115.78,102485.5,13.6,0.64,F,basic,West,master,married,employed,desktop,online,paid
555,23.5,55669.85,32574.17,613.0,16,6339.82,162084.57,20.6,0.43,M,basic,South,master,married,employed,mobile,online,paid
556,43.0,61490.31,44551.27,598.0,26,16524.57,152098.59,2.5,0.47,M,basic,South,bachelor,married,employed,desktop,online,free
557,26.7,87950.63,35188.86,606.0,23,12235.01,172202.41,1.2,0.22,M,basic,North,bachelor,married,employed,tablet,callcenter,free
558,12.1,86882.33,28400.52,680.0,20,11212.17,80244.23,16.4,0.17,F,basic,South,highschool,single,employed,desktop,online,free
559,31.7,49591.48,30393.87,588.0,28,7041.57,94837.48,10.8,0.11,F,basic,North,bachelor,single,retired,mobile,online,paid
560,36.9,69051.18,51599.47,562.0,24,21681.81,122612.4,2.6,0.45,M,standard,South,highschool,married,employed,mobile,branch,free
561,29.0,70784.89,36795.74,598.0,16,13892.52,82481.5,29.3,0.01,F,basic,West,bachelor,divorced,employed,mobile,branch,paid
562,30.3,79410.44,38319.88,511.0,22,11287.88,223450.4,2.0,0.13,M,standard,North,bachelor,married,employed,mobile,online,paid
563,27.1,67348.46,34852.31,565.0,20,15103.96,94330.55,19.4,0.4,F,premium,South,bachelor,married,retired,mobile,online,paid
564,45.2,76970.53,45206.32,588.0,19,16070.06,139138.15,4.0,0.37,F,standard,West,highschool,single,employed,tablet,callcenter,free
565,42.0,74284.97,36481.51,584.0,20,8301.03,129075.95,12.9,0.03,F,premium,North,bachelor,widowed,employed,mobile,online,paid
566,46.4,87464.09,43678.52,592.0,13,4858.47,57301.85,21.0,0.47,F,standard,West,highschool,single,employed,tablet,online,free
567,38.4,54509.77,38680.3,576.0,21,13237.24,110619.49,7.3,0.54,M,basic,South,bachelor,single,employed,mobile,online,free
568,35.7,51650.36,34540.45,531.0,29,14580.3,54237.28,12.3,0.28,M,standard,South,bachelor,single,unemployed,mobile,online,paid
569,24.1,78214.04,36541.57,573.0,17,14378.86,76053.58,15.4,0.25,M,basic,North,master,married,student,mobile,callcenter,free
570,37.5,61684.96,32023.98,608.0,29,7511.1,42012.09,15.8,0.3,M,basic,North,master,single,employed,mobile,online,paid
571,24.8,85323.39,50906.61,443.0,23,7399.18,73724.04,14.8,0.3,M,standard,East,bachelor,single,unemployed,desktop,online,free
572,26.0,60568.18,41748.84,593.0,25,17266.38,81681.33,4.2,0.21,M,basic,North,bachelor,single,retired,mobile,online,free
573,37.2,51532.6,35107.25,555.0,16,10307.9,106920.36,19.1,0.28,F,basic,South,bachelor,single,employed,mobile,callcenter,free
574,28.4,55843.23,46551.56,613.0,18,17000.23,133123.81,0.1,0.24,F,basic,West,highschool,married,employed,mobile,online,free
575,22.0,22818.48,27557.55,622.0,28,16231.16,61330.17,29.2,0.2,M,standard,South,highschool,married,employed,desktop,online,paid
576,34.4,81419.65,31117.95,436.0,26,11020.43,65637.78,28.2,0.07,F,basic,West,master,single,employed,mobile,branch,trial
577,30.4,63510.47,45478.02,572.0,14,7770.43,120751.02,19.0,0.26,F,standard,South,bachelor,single,employed,tablet,branch,paid
578,47.7,72332.07,39832.14,573.0,11,15793.06,73218.41,24.5,0.12,F,premium,North,highschool,married,employed,desktop,online,paid
579,37.2,62363.89,39782.31,501.0,14,17698.69,193461.62,10.4,0.55,M,basic,North,bachelor,single,employed,desktop,branch,free
580,33.5,69385.42,41168.96,583.0,18,17961.24,149856.87,10.6,0.09,M,basic,South,master,single,employed,mobile,branch,free
581,27.7,75226.63,38174.37,599.0,21,15275.95,104373.05,11.9,0.18,F,standard,North,master,single,employed,mobile,online,paid
582,35.8,77671.85,38490.49,567.0,25,14268.84,146190.56,23.1,0.32,M,basic,East,master,single,retired,mobile,online,free
583,36.9,66371.72,45964.25,467.0,24,15816.16,151091.72,12.3,0.31,M,premium,West,master,married,retired,desktop,branch,free
584,52.4,70931.56,28630.06,546.0,21,21347.36,156225.89,16.8,0.19,M,standard,East,highschool,single,employed,mobile,callcenter,free
585,32.7,48957.94,32516.65,712.0,24,12166.16,134655.45,23.8,0.21,M,standard,South,master,single,employed,mobile,branch,paid
586,33.5,64195.6,36131.53,627.0,22,14568.92,71580.16,4.7,0.24,M,premium,East,master,married,employed,desktop,online,paid
587,12.4,52524.41,52023.49,552.0,25,10172.42,103257.38,6.2,0.44,M,basic,East,master,single,employed,mobile,online,paid
588,41.9,89041.43,35724.63,704.0,27,3971.81,111082.55,25.4,0.46,F,standard,West,master,single,employed,desktop,online,free
589,27.3,48979.39,47077.26,657.0,25,8201.39,55272.89,2.4,0.15,F,basic,South,highschool,married,retired,mobile,callcenter,paid
590,20.2,79898.12,41228.4,541.0,19,10666.4,129489.35,21.7,0.48,M,basic,West,highschool,married,employed,desktop,online,free
591,38.7,68941.35,36786.04,634.0,27,13525.05,204825.41,12.3,0.21,F,basic,West,bachelor,divorced,retired,mobile,online,free
592,46.5,82002.59,41700.12,631.0,22,14929.85,83236.34,25.7,0.43,F,basic,North,master,single,employed,desktop,online,paid
593,18.3,70149.23,54067.55,555.0,21,12152.36,143053.85,17.2,0.3,M,premium,East,bachelor,married,employed,mobile,online,free
594,36.9,52527.51,41182.85,443.0,21,21519.39,126570.01,19.9,0.1,M,basic,North,bachelor,married,retired,mobile,online,free
595,29.0,78303.8,36019.51,480.0,17,10975.12,97636.94,10.2,0.22,F,basic,West,doctorate,divorced,employed,mobile,branch,free
596,39.5,86336.68,40467.68,580.0,21,21536.45,87903.35,10.2,0.39,F,premium,East,bachelor,divorced,retired,desktop,branch,free
597,30.8,68062.81,43810.11,571.0,20,23060.34,147077.09,23.5,0.59,M,basic,East,bachelor,married,employed,mobile,online,paid
598,46.1,45038.74,30136.63,580.0,22,15253.11,118445.97,29.6,0.36,M,standard,East,bachelor,married,unemployed,mobile,online,free
599,45.9,55166.76,45588.22,628.0,14,14393.69,146631.97,16.7,0.1,M,standard,South,bachelor,married,employed,mobile,online,free
600,33.2,87123.63,37280.52,474.0,28,12361.28,90252.25,23.7,0.4,F,standard,East,bachelor,single,employed,mobile,online,free
601,43.8,94776.06,41258.92,637.0,21,10824.29,72131.7,29.1,0.19,F,basic,East,bachelor,single,employed,mobile,branch,trial
602,49.5,75143.86,42931.64,564.0,22,4002.43,170574.14,2.1,0.57,M,basic,East,highschool,single,employed,desktop,branch,free
603,13.0,69485.06,38407.74,633.0,19,10995.89,164457.5,3.5,0.14,M,basic,East,highschool,married,retired,mobile,callcenter,free
604,33.8,51815.32,41985.93,609.0,26,19663.75,156237.12,22.3,0.27,F,basic,West,highschool,widowed,student,desktop,online,free
605,26.7,67122.39,32186.5,601.0,20,22244.91,128112.15,6.3,0.26,F,standard,South,bachelor,married,employed,mobile,branch,paid
606,46.4,88257.98,39478.66,594.0,23,16588.83,129554.94,15.7,0.22,F,basic,West,highschool,single,employed,mobile,callcenter,free
607,24.0,56123.0,38801.72,590.0,19,9530.35,166205.63,16.7,0.02,M,standard,West,bachelor,single,employed,mobile,online,free
608,45.2,58948.77,27108.67,531.0,21,25752.25,110015.36,0.8,0.35,M,premium,East,highschool,married,retired,desktop,branch,free
609,35.2,74674.82,32804.26,509.0,22,18782.3,151939.39,25.5,0.22,M,basic,North,master,divorced,employed,desktop,callcenter,paid
610,33.1,93968.42,34222.72,700.0,16,16435.74,141614.58,12.7,0.13,F,basic,North,bachelor,single,employed,desktop,online,paid
611,27.5,71815.14,48919.66,715.0,13,16034.21,125117.35,8.5,0.19,F,basic,South,bachelor,single,employed,desktop,online,paid
612,23.1,65122.24,43478.85,533.0,24,19732.06,178884.81,22.5,0.35,F,premium,North,bachelor,married,employed,mobile,branch,free
613,32.0,77297.45,37357.84,592.0,22,14649.79,-4849.36,26.7,0.4,M,basic,West,highschool,married,employed,mobile,branch,paid
614,38.5,87790.39,29279.27,562.0,18,12027.27,124559.37,19.2,0.36,F,basic,East,bachelor,single,employed,mobile,online,paid
615,15.8,69808.21,56061.63,520.0,18,20351.98,144823.89,9.9,0.06,M,premium,South,master,married,student,desktop,online,free
616,25.4,64038.76,43831.82,654.0,19,11828.27,167547.59,1.0,0.43,M,standard,East,highschool,married,employed,mobile,callcenter,paid
617,27.5,50908.74,40073.82,565.0,19,5866.46,108839.84,18.7,0.29,F,premium,East,highschool,single,employed,mobile,online,paid
618,38.1,63915.43,53599.12,718.0,24,12279.1,134698.16,20.0,0.38,F,premium,East,bachelor,married,employed,mobile,online,paid
619,23.0,88688.19,47666.06,686.0,14,5928.37,52308.74,15.8,0.32,M,premium,South,highschool,single,employed,mobile,online,trial
620,23.1,72287.35,35818.8,735.0,25,9704.81,82544.97,14.7,0.22,F,basic,North,master,married,retired,mobile,branch,free
621,31.5,89212.93,53920.22,643.0,18,21198.16,69785.09,1.6,0.01,F,premium,South,master,married,retired,mobile,callcenter,free
622,61.7,66094.94,44057.78,597.0,19,13071.39,105072.45,14.4,0.13,F,basic,North,master,married,student,desktop,branch,paid
623,38.8,71017.55,39298.81,570.0,28,12549.88,111507.44,21.9,0.15,F,standard,West,bachelor,widowed,employed,mobile,online,free
624,30.6,61318.25,47945.6,595.0,24,5351.38,70387.2,21.1,0.29,F,basic,East,bachelor,married,student,desktop,online,free
625,40.1,60815.57,43786.05,701.0,21,9231.4,168474.01,10.5,0.12,F,standard,South,bachelor,divorced,employed,mobile,online,free
626,33.4,55704.46,46467.64,599.0,15,10019.35,149718.58,6.8,0.35,F,basic,East,master,married,employed,mobile,online,free
627,44.8,30700.45,38291.68,671.0,23,20158.02,78353.15,18.1,0.5,F,premium,South,bachelor,single,employed,mobile,branch,paid
628,34.6,83250.86,32253.23,625.0,22,13876.19,39161.22,2.2,0.43,M,premium,North,bachelor,married,retired,mobile,branch,free
629,25.3,70462.93,58880.58,585.0,25,12683.78,79699.52,3.1,0.24,F,premium,South,bachelor,married,employed,mobile,online,paid
630,40.9,60107.68,36533.39,516.0,15,19060.29,108546.73,25.8,0.12,F,basic,West,master,divorced,employed,desktop,callcenter,paid
631,55.8,60954.84,44383.73,588.0,18,13775.0,148671.89,10.7,0.43,F,basic,South,bachelor,married,unemployed,desktop,branch,free
632,63.2,86895.23,55781.86,567.0,15,12859.55,92006.29,16.5,0.25,F,basic,South,bachelor,married,employed,mobile,branch,free
633,35.2,58922.32,48583.32,514.0,24,11541.42,186046.12,29.1,0.29,F,basic,West,bachelor,single,employed,mobile,online,free
